CARTERA;COLOC_TOTAL;CART_VENCIDA;INS_COD;PERIODO;INDICADOR_CARTERA_VENCIDA
TOTAL:;3277788,0000000000;12020,00000000;9;202401;3,66710720766566e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;3277788,0000000000;12020,00000000;9;202401;3,66710720766566e-01
Colocaciones a personas - subtotal:;146895,0000000000;43,00000000;9;202401;2,92726096871915e-02
Adeudado por bancos;942530,0000000000;0,00000000;12;202401;0,00000000000000e+00
Colocaciones comerciales;16962634,0000000000;310178,00000000;12;202401;1,82859572398956e+00
Colocaciones para vivienda;14785469,0000000000;146063,00000000;12;202401;9,87882088826536e-01
Colocaciones de consumo;2641417,0000000000;27029,00000000;12;202401;1,02327652165485e+00
TOTAL:;35332050,0000000000;483270,00000000;12;202401;1,36779496236420e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;34389520,0000000000;483270,00000000;12;202401;1,40528277219339e+00
Colocaciones a personas - subtotal:;17426886,0000000000;173092,00000000;12;202401;9,93246871529429e-01
Adeudado por bancos;18933,0000000000;0,00000000;14;202401;0,00000000000000e+00
Colocaciones comerciales;15880435,0000000000;146646,00000000;14;202401;9,23438180377301e-01
Colocaciones para vivienda;13810123,0000000000;7003,00000000;14;202401;5,07091790565515e-02
Colocaciones de consumo;2329342,0000000000;17735,00000000;14;202401;7,61373812862173e-01
TOTAL:;32038833,0000000000;171384,00000000;14;202401;5,34925850763666e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;32019900,0000000000;171384,00000000;14;202401;5,35242146290276e-01
Colocaciones a personas - subtotal:;16139465,0000000000;24738,00000000;14;202401;1,53276456189843e-01
Adeudado por bancos;505490,0000000000;0,00000000;16;202401;0,00000000000000e+00
Colocaciones comerciales;18182184,0000000000;234611,00000000;16;202401;1,29033453846909e+00
Colocaciones para vivienda;10500461,0000000000;6263,00000000;16;202401;5,96450003480800e-02
Colocaciones de consumo;2651897,0000000000;43741,00000000;16;202401;1,64942303566089e+00
TOTAL:;31840032,0000000000;284615,00000000;16;202401;8,93890433275946e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31334542,0000000000;284615,00000000;16;202401;9,08310707078470e-01
Colocaciones a personas - subtotal:;13152358,0000000000;50004,00000000;16;202401;3,80190381070832e-01
Adeudado por bancos;0,0000000000;0,00000000;28;202401;NA
Colocaciones comerciales;6189669,0000000000;28605,00000000;28;202401;4,62141028866002e-01
Colocaciones para vivienda;1791179,0000000000;389,00000000;28;202401;2,17175391180893e-02
Colocaciones de consumo;245160,0000000000;946,00000000;28;202401;3,85870451949747e-01
TOTAL:;8226008,0000000000;29940,00000000;28;202401;3,63967552669533e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8226008,0000000000;29940,00000000;28;202401;3,63967552669533e-01
Colocaciones a personas - subtotal:;2036339,0000000000;1335,00000000;28;202401;6,55588288590456e-02
Adeudado por bancos;33157,0417960000;0,00000000;31;202401;0,00000000000000e+00
Colocaciones comerciales;240435,5333400000;0,00000000;31;202401;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;31;202401;NA
Colocaciones de consumo;17,7162520000;0,00000000;31;202401;0,00000000000000e+00
TOTAL:;273610,2913880000;0,00000000;31;202401;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;240453,2495920000;0,00000000;31;202401;0,00000000000000e+00
Colocaciones a personas - subtotal:;17,7162520000;0,00000000;31;202401;0,00000000000000e+00
Adeudado por bancos;543,0000000000;NA;37;202401;NA
Colocaciones comerciales;18786799,0000000000;420352,00000000;37;202401;2,23748601345019e+00
Colocaciones para vivienda;17082465,0000000000;75906,00000000;37;202401;4,44350390883283e-01
Colocaciones de consumo;4771833,0000000000;17859,00000000;37;202401;3,74258696815249e-01
TOTAL:;40641640,0000000000;514117,00000000;37;202401;1,26500062497478e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40641097,0000000000;514117,00000000;37;202401;1,26501752647080e+00
Colocaciones a personas - subtotal:;21854298,0000000000;93765,00000000;37;202401;4,29046039364888e-01
Adeudado por bancos:;94928,6845710000;0,00000000;39;202401;0,00000000000000e+00
Colocaciones comerciales:;12979557,2835620008;207289,00000000;39;202401;1,59704214459242e+00
Colocaciones para vivienda:;6747676,4051289996;26523,00000000;39;202401;3,93068641819271e-01
Colocaciones de consumo:;2494287,4785529999;40094,00000000;39;202401;1,60743299819071e+00
TOTAL:;22316449,8518150002;273906,00000000;39;202401;1,22737264134207e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;22221521,1672440022;273906,00000000;39;202401;1,23261588591764e+00
Colocaciones a personas - subtotal:;9241963,8836819995;66617,00000000;39;202401;7,20810001406971e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202401;NA
Colocaciones comerciales;13437,6871745100;0,00000000;41;202401;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202401;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202401;NA
TOTAL:;13437,6871745100;0,00000000;41;202401;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;13437,6871745100;0,00000000;41;202401;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202401;NA
Adeudado por bancos;75,0000000000;NA;49;202401;NA
Colocaciones comerciales;5751558,0000000000;83367,00000000;49;202401;1,44946812672323e+00
Colocaciones para vivienda;1133412,0000000000;496,00000000;49;202401;4,37616683077292e-02
Colocaciones de consumo;478691,0000000000;2750,00000000;49;202401;5,74483330582777e-01
TOTAL:;7363736,0000000000;86613,00000000;49;202401;1,17621001078800e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7363661,0000000000;86613,00000000;49;202401;1,17622199066470e+00
Colocaciones a personas - subtotal:;1612103,0000000000;3246,00000000;49;202401;2,01351898731036e-01
Adeudado por bancos;NA;NA;51;202401;NA
Colocaciones comerciales;76783,0000000000;7207,00000000;51;202401;9,38619225609835e+00
Colocaciones para vivienda;629493,0000000000;906,00000000;51;202401;1,43925349447889e-01
Colocaciones de consumo;772251,0000000000;6362,00000000;51;202401;8,23825414275928e-01
TOTAL:;1478527,0000000000;14475,00000000;51;202401;9,79014924989533e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1478527,0000000000;14475,00000000;51;202401;9,79014924989533e-01
Colocaciones a personas - subtotal:;1401744,0000000000;7268,00000000;51;202401;5,18496958075084e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202401;NA
Colocaciones comerciales;140,0000000000;19,00000000;53;202401;1,35714285714286e+01
Colocaciones para vivienda;14180,0000000000;2294,00000000;53;202401;1,61777150916784e+01
Colocaciones de consumo;72194,0000000000;3230,00000000;53;202401;4,47405601573538e+00
TOTAL:;86514,0000000000;5543,00000000;53;202401;6,40705550546732e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;86514,0000000000;5543,00000000;53;202401;6,40705550546732e+00
Colocaciones a personas - subtotal:;86374,0000000000;5524,00000000;53;202401;6,39544307314701e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202401;NA
Colocaciones comerciales;3091684,0000000000;4088,00000000;55;202401;1,32225673775198e-01
Colocaciones para vivienda;1513902,0000000000;0,00000000;55;202401;0,00000000000000e+00
Colocaciones de consumo;103377,0000000000;291,00000000;55;202401;2,81493949331089e-01
TOTAL:;4708963,0000000000;4379,00000000;55;202401;9,29928733778541e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4708963,0000000000;4379,00000000;55;202401;9,29928733778541e-02
Colocaciones a personas - subtotal:;1617279,0000000000;291,00000000;55;202401;1,79931848493674e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202401;NA
Colocaciones comerciales;2063911,0000000000;10699,00000000;59;202401;5,18384755931821e-01
Colocaciones para vivienda;0,0000000000;0,00000000;59;202401;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202401;NA
TOTAL:;2063911,0000000000;10699,00000000;59;202401;5,18384755931821e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;2063911,0000000000;10699,00000000;59;202401;5,18384755931821e-01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202401;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202401;NA
Colocaciones comerciales;267081,0000000000;29456,00000000;60;202401;1,10288639027112e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202401;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202401;NA
TOTAL:;267081,0000000000;29456,00000000;60;202401;1,10288639027112e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;267081,0000000000;29456,00000000;60;202401;1,10288639027112e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202401;NA
Adeudado por bancos;NA;NA;61;202401;NA
Colocaciones comerciales;8010,0000000000;0,00000000;61;202401;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202401;NA
Colocaciones de consumo;NA;NA;61;202401;NA
TOTAL:;8010,0000000000;0,00000000;61;202401;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8010,0000000000;0,00000000;61;202401;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202401;NA
Adeudado por bancos;344672,0000000000;0,00000000;1;202402;0,00000000000000e+00
Colocaciones comerciales;20322191,0000000000;194686,00000000;1;202402;9,57997097852294e-01
Colocaciones para vivienda;12380170,0000000000;99415,00000000;1;202402;8,03018052256148e-01
Colocaciones de consumo;5265401,0000000000;41649,00000000;1;202402;7,90993886315591e-01
TOTAL:;38312434,0000000000;335750,00000000;1;202402;8,76347349792498e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;37967762,0000000000;335750,00000000;1;202402;8,84302846188300e-01
Colocaciones a personas - subtotal:;17645571,0000000000;141064,00000000;1;202402;7,99430066615583e-01
Adeudado por bancos;0,0000000000;0,00000000;9;202402;NA
Colocaciones comerciales;3129843,0000000000;7363,00000000;9;202402;2,35251416764355e-01
Colocaciones para vivienda;103148,0000000000;32,00000000;9;202402;3,10233838755962e-02
Colocaciones de consumo;46858,0000000000;13,00000000;9;202402;2,77433949378975e-02
TOTAL:;3279849,0000000000;7408,00000000;9;202402;2,25864056546506e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;3279849,0000000000;7408,00000000;9;202402;2,25864056546506e-01
Colocaciones a personas - subtotal:;150006,0000000000;45,00000000;9;202402;2,99988000479981e-02
Adeudado por bancos;941560,0000000000;0,00000000;12;202402;0,00000000000000e+00
Colocaciones comerciales;17067559,0000000000;330892,00000000;12;202402;1,93871894627697e+00
Colocaciones para vivienda;14898457,0000000000;148556,00000000;12;202402;9,97123393382281e-01
Colocaciones de consumo;2629367,0000000000;27350,00000000;12;202402;1,04017430811294e+00
TOTAL:;35536943,0000000000;506798,00000000;12;202402;1,42611591548547e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;34595383,0000000000;506798,00000000;12;202402;1,46492958323369e+00
Colocaciones a personas - subtotal:;17527824,0000000000;175906,00000000;12;202402;1,00358150561074e+00
Adeudado por bancos;2567,0000000000;0,00000000;14;202402;0,00000000000000e+00
Colocaciones comerciales;16080028,0000000000;152007,00000000;14;202402;9,45315518107307e-01
Colocaciones para vivienda;13821378,0000000000;7436,00000000;14;202402;5,38007136480892e-02
Colocaciones de consumo;2313178,0000000000;18745,00000000;14;202402;8,10357006680852e-01
TOTAL:;32217151,0000000000;178188,00000000;14;202402;5,53084287310197e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;32214584,0000000000;178188,00000000;14;202402;5,53128359503261e-01
Colocaciones a personas - subtotal:;16134556,0000000000;26181,00000000;14;202402;1,62266628223299e-01
Adeudado por bancos;654293,0000000000;0,00000000;16;202402;0,00000000000000e+00
Colocaciones comerciales;18529029,0000000000;238629,00000000;16;202402;1,28786565124379e+00
Colocaciones para vivienda;10556177,0000000000;6711,00000000;16;202402;6,35741518922996e-02
Colocaciones de consumo;2642273,0000000000;50762,00000000;16;202402;1,92114895016526e+00
TOTAL:;32381772,0000000000;296102,00000000;16;202402;9,14409501740671e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31727479,0000000000;296102,00000000;16;202402;9,33266711798942e-01
Colocaciones a personas - subtotal:;13198450,0000000000;57473,00000000;16;202402;4,35452647848800e-01
Adeudado por bancos;0,0000000000;0,00000000;28;202402;NA
Colocaciones comerciales;6185273,0000000000;31763,00000000;28;202402;5,13526242091497e-01
Colocaciones para vivienda;1797002,0000000000;419,00000000;28;202402;2,33166128919166e-02
Colocaciones de consumo;240901,0000000000;743,00000000;28;202402;3,08425452779358e-01
TOTAL:;8223176,0000000000;32925,00000000;28;202402;4,00392743630928e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8223176,0000000000;32925,00000000;28;202402;4,00392743630928e-01
Colocaciones a personas - subtotal:;2037903,0000000000;1162,00000000;28;202402;5,70193968996562e-02
Adeudado por bancos;34507,6075870000;0,00000000;31;202402;0,00000000000000e+00
Colocaciones comerciales;260323,1385910000;0,00000000;31;202402;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;31;202402;NA
Colocaciones de consumo;16,2733040000;0,00000000;31;202402;0,00000000000000e+00
TOTAL:;294847,0194820000;0,00000000;31;202402;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;260339,4118950000;0,00000000;31;202402;0,00000000000000e+00
Colocaciones a personas - subtotal:;16,2733040000;0,00000000;31;202402;0,00000000000000e+00
Adeudado por bancos;1516,0000000000;NA;37;202402;NA
Colocaciones comerciales;18847155,0000000000;439773,00000000;37;202402;2,33336543366890e+00
Colocaciones para vivienda;17151364,0000000000;82354,00000000;37;202402;4,80160061905281e-01
Colocaciones de consumo;4736552,0000000000;19768,00000000;37;202402;4,17350004813628e-01
TOTAL:;40736587,0000000000;541895,00000000;37;202402;1,33024153447121e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40735071,0000000000;541895,00000000;37;202402;1,33029104085764e+00
Colocaciones a personas - subtotal:;21887916,0000000000;102122,00000000;37;202402;4,66567945527569e-01
Adeudado por bancos:;99690,9794980000;0,00000000;39;202402;0,00000000000000e+00
Colocaciones comerciales:;13040588,3693330009;241555,00000000;39;202402;1,85233206630503e+00
Colocaciones para vivienda:;6783079,4557699999;27323,00000000;39;202402;4,02811144674972e-01
Colocaciones de consumo:;2484736,1812849999;43466,00000000;39;202402;1,74932052454443e+00
TOTAL:;22408094,9858860038;312344,00000000;39;202402;1,39388912889174e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;22308404,0063880011;312344,00000000;39;202402;1,40011808962470e+00
Colocaciones a personas - subtotal:;9267815,6370550003;70789,00000000;39;202402;7,63815366772815e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202402;NA
Colocaciones comerciales;11999,5937431875;0,00000000;41;202402;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202402;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202402;NA
TOTAL:;11999,5937431875;0,00000000;41;202402;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;11999,5937431875;0,00000000;41;202402;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202402;NA
Adeudado por bancos;NA;NA;49;202402;NA
Colocaciones comerciales;5719911,0000000000;83884,00000000;49;202402;1,46652631483252e+00
Colocaciones para vivienda;1147166,0000000000;534,00000000;49;202402;4,65494967598412e-02
Colocaciones de consumo;476961,0000000000;2967,00000000;49;202402;6,22063439149113e-01
TOTAL:;7344038,0000000000;87385,00000000;49;202402;1,18987674083386e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7344038,0000000000;87385,00000000;49;202402;1,18987674083386e+00
Colocaciones a personas - subtotal:;1624127,0000000000;3501,00000000;49;202402;2,15561960363937e-01
Adeudado por bancos;NA;NA;51;202402;NA
Colocaciones comerciales;75899,0000000000;7130,00000000;51;202402;9,39406316288752e+00
Colocaciones para vivienda;629326,0000000000;916,00000000;51;202402;1,45552543514808e-01
Colocaciones de consumo;760286,0000000000;6161,00000000;51;202402;8,10352946128168e-01
TOTAL:;1465511,0000000000;14207,00000000;51;202402;9,69422952130690e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1465511,0000000000;14207,00000000;51;202402;9,69422952130690e-01
Colocaciones a personas - subtotal:;1389612,0000000000;7077,00000000;51;202402;5,09278849060025e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202402;NA
Colocaciones comerciales;133,0000000000;18,00000000;53;202402;1,35338345864662e+01
Colocaciones para vivienda;14006,0000000000;2409,00000000;53;202402;1,71997715264886e+01
Colocaciones de consumo;70514,0000000000;3379,00000000;53;202402;4,79195620727799e+00
TOTAL:;84653,0000000000;5806,00000000;53;202402;6,85858740977874e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;84653,0000000000;5806,00000000;53;202402;6,85858740977874e+00
Colocaciones a personas - subtotal:;84520,0000000000;5788,00000000;53;202402;6,84808329389494e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202402;NA
Colocaciones comerciales;3084435,0000000000;4088,00000000;55;202402;1,32536428875953e-01
Colocaciones para vivienda;1505178,0000000000;0,00000000;55;202402;0,00000000000000e+00
Colocaciones de consumo;104040,0000000000;310,00000000;55;202402;2,97962322183775e-01
TOTAL:;4693653,0000000000;4398,00000000;55;202402;9,37010043136977e-02
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;4693653,0000000000;4398,00000000;55;202402;9,37010043136977e-02
Colocaciones a personas - subtotal:;1609218,0000000000;310,00000000;55;202402;1,92640151924724e-02
Adeudado por bancos;0,0000000000;0,00000000;59;202402;NA
Colocaciones comerciales;2077152,0000000000;0,00000000;59;202402;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;59;202402;NA
Colocaciones de consumo;0,0000000000;0,00000000;59;202402;NA
TOTAL:;2077152,0000000000;0,00000000;59;202402;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;2077152,0000000000;0,00000000;59;202402;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;59;202402;NA
Adeudado por bancos;0,0000000000;0,00000000;60;202402;NA
Colocaciones comerciales;272264,0000000000;30263,00000000;60;202402;1,11153145476449e+01
Colocaciones para vivienda;0,0000000000;0,00000000;60;202402;NA
Colocaciones de consumo;0,0000000000;0,00000000;60;202402;NA
TOTAL:;272264,0000000000;30263,00000000;60;202402;1,11153145476449e+01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;272264,0000000000;30263,00000000;60;202402;1,11153145476449e+01
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;60;202402;NA
Adeudado por bancos;NA;NA;61;202402;NA
Colocaciones comerciales;8066,0000000000;0,00000000;61;202402;0,00000000000000e+00
Colocaciones para vivienda;NA;NA;61;202402;NA
Colocaciones de consumo;NA;NA;61;202402;NA
TOTAL:;8066,0000000000;0,00000000;61;202402;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8066,0000000000;0,00000000;61;202402;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;61;202402;NA
Adeudado por bancos;417117,0000000000;0,00000000;1;202403;0,00000000000000e+00
Colocaciones comerciales;20260512,0000000000;191126,00000000;1;202403;9,43342399244402e-01
Colocaciones para vivienda;12489637,0000000000;102953,00000000;1;202403;8,24307383793460e-01
Colocaciones de consumo;5341352,0000000000;41494,00000000;1;202403;7,76844514272791e-01
TOTAL:;38508618,0000000000;335573,00000000;1;202403;8,71423118845761e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;38091501,0000000000;335573,00000000;1;202403;8,80965546618916e-01
Colocaciones a personas - subtotal:;17830989,0000000000;144447,00000000;1;202403;8,10089670292545e-01
Adeudado por bancos;0,0000000000;0,00000000;9;202403;NA
Colocaciones comerciales;3142891,0000000000;11415,00000000;9;202403;3,63200632793183e-01
Colocaciones para vivienda;105995,0000000000;37,00000000;9;202403;3,49073069484410e-02
Colocaciones de consumo;48419,0000000000;13,00000000;9;202403;2,68489642495714e-02
TOTAL:;3297305,0000000000;11465,00000000;9;202403;3,47708204124277e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;3297305,0000000000;11465,00000000;9;202403;3,47708204124277e-01
Colocaciones a personas - subtotal:;154414,0000000000;50,00000000;9;202403;3,23804836349036e-02
Adeudado por bancos;973618,0000000000;0,00000000;12;202403;0,00000000000000e+00
Colocaciones comerciales;17137012,0000000000;339245,00000000;12;202403;1,97960414569354e+00
Colocaciones para vivienda;15084963,0000000000;146942,00000000;12;202403;9,74095859565582e-01
Colocaciones de consumo;2612876,0000000000;25548,00000000;12;202403;9,77773151117772e-01
TOTAL:;35808469,0000000000;511735,00000000;12;202403;1,42908930286855e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;34834851,0000000000;511735,00000000;12;202403;1,46903168898297e+00
Colocaciones a personas - subtotal:;17697839,0000000000;172490,00000000;12;202403;9,74638768043940e-01
Adeudado por bancos;59704,0000000000;0,00000000;14;202403;0,00000000000000e+00
Colocaciones comerciales;16017368,0000000000;180137,00000000;14;202403;1,12463545821011e+00
Colocaciones para vivienda;13868372,0000000000;7827,00000000;14;202403;5,64377707779976e-02
Colocaciones de consumo;2373330,0000000000;17963,00000000;14;202403;7,56869040546405e-01
TOTAL:;32318774,0000000000;205927,00000000;14;202403;6,37174541336252e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;32259070,0000000000;205927,00000000;14;202403;6,38353802511976e-01
Colocaciones a personas - subtotal:;16241702,0000000000;25790,00000000;14;202403;1,58788777186036e-01
Adeudado por bancos;716573,0000000000;0,00000000;16;202403;0,00000000000000e+00
Colocaciones comerciales;18648372,0000000000;233507,00000000;16;202403;1,25215756099246e+00
Colocaciones para vivienda;10656815,0000000000;7072,00000000;16;202403;6,63612908734927e-02
Colocaciones de consumo;2640938,0000000000;51773,00000000;16;202403;1,96040194809571e+00
TOTAL:;32662698,0000000000;292352,00000000;16;202403;8,95063843164456e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;31946125,0000000000;292352,00000000;16;202403;9,15140725205326e-01
Colocaciones a personas - subtotal:;13297753,0000000000;58845,00000000;16;202403;4,42518371336872e-01
Adeudado por bancos;0,0000000000;0,00000000;28;202403;NA
Colocaciones comerciales;6230327,0000000000;33035,00000000;28;202403;5,30228991190992e-01
Colocaciones para vivienda;1809767,0000000000;444,00000000;28;202403;2,45335449259490e-02
Colocaciones de consumo;246776,0000000000;651,00000000;28;202403;2,63801990469089e-01
TOTAL:;8286870,0000000000;34130,00000000;28;202403;4,11856346244119e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;8286870,0000000000;34130,00000000;28;202403;4,11856346244119e-01
Colocaciones a personas - subtotal:;2056543,0000000000;1095,00000000;28;202403;5,32446926711476e-02
Adeudado por bancos;34956,1191230000;0,00000000;31;202403;0,00000000000000e+00
Colocaciones comerciales;217506,8333310000;0,00000000;31;202403;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;31;202403;NA
Colocaciones de consumo;14,8267270000;0,00000000;31;202403;0,00000000000000e+00
TOTAL:;252477,7791810000;0,00000000;31;202403;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;217521,6600580000;0,00000000;31;202403;0,00000000000000e+00
Colocaciones a personas - subtotal:;14,8267270000;0,00000000;31;202403;0,00000000000000e+00
Adeudado por bancos;1316,0000000000;NA;37;202403;NA
Colocaciones comerciales;18901262,0000000000;460278,00000000;37;202403;2,43517073092791e+00
Colocaciones para vivienda;17269588,0000000000;86508,00000000;37;202403;5,00926831607100e-01
Colocaciones de consumo;4790160,0000000000;17495,00000000;37;202403;3,65227883828515e-01
TOTAL:;40962326,0000000000;564281,00000000;37;202403;1,37756093245291e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;40961010,0000000000;564281,00000000;37;202403;1,37760519088763e+00
Colocaciones a personas - subtotal:;22059748,0000000000;104003,00000000;37;202403;4,71460508071080e-01
Adeudado por bancos:;118543,9605240000;0,00000000;39;202403;0,00000000000000e+00
Colocaciones comerciales:;12936325,8526339997;234718,00000000;39;202403;1,81441007805326e+00
Colocaciones para vivienda:;6835038,0810650000;27046,00000000;39;202403;3,95696405480536e-01
Colocaciones de consumo:;2491714,8310210002;43938,00000000;39;202403;1,76336390717697e+00
TOTAL:;22381622,7252440006;305702,00000000;39;202403;1,36586164351346e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;22263078,7647200003;305702,00000000;39;202403;1,37313443136374e+00
Colocaciones a personas - subtotal:;9326752,9120860007;70984,00000000;39;202403;7,61079452507163e-01
Adeudado por bancos;0,0000000000;0,00000000;41;202403;NA
Colocaciones comerciales;12325,0257244050;0,00000000;41;202403;0,00000000000000e+00
Colocaciones para vivienda;0,0000000000;0,00000000;41;202403;NA
Colocaciones de consumo;0,0000000000;0,00000000;41;202403;NA
TOTAL:;12325,0257244050;0,00000000;41;202403;0,00000000000000e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;12325,0257244050;0,00000000;41;202403;0,00000000000000e+00
Colocaciones a personas - subtotal:;0,0000000000;0,00000000;41;202403;NA
Adeudado por bancos;NA;NA;49;202403;NA
Colocaciones comerciales;5686596,0000000000;84402,00000000;49;202403;1,48422711935225e+00
Colocaciones para vivienda;1163518,0000000000;579,00000000;49;202403;4,97628743173720e-02
Colocaciones de consumo;480705,0000000000;2942,00000000;49;202403;6,12017765573481e-01
TOTAL:;7330819,0000000000;87923,00000000;49;202403;1,19936121734829e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;7330819,0000000000;87923,00000000;49;202403;1,19936121734829e+00
Colocaciones a personas - subtotal:;1644223,0000000000;3521,00000000;49;202403;2,14143701918779e-01
Adeudado por bancos;NA;NA;51;202403;NA
Colocaciones comerciales;76301,0000000000;6638,00000000;51;202403;8,69975491802204e+00
Colocaciones para vivienda;632392,0000000000;940,00000000;51;202403;1,48641981555744e-01
Colocaciones de consumo;747976,0000000000;5612,00000000;51;202403;7,50291453201707e-01
TOTAL:;1456669,0000000000;13190,00000000;51;202403;9,05490540404169e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;1456669,0000000000;13190,00000000;51;202403;9,05490540404169e-01
Colocaciones a personas - subtotal:;1380368,0000000000;6552,00000000;51;202403;4,74656033753318e-01
Adeudado por bancos;0,0000000000;0,00000000;53;202403;NA
Colocaciones comerciales;129,0000000000;22,00000000;53;202403;1,70542635658915e+01
Colocaciones para vivienda;13867,0000000000;2471,00000000;53;202403;1,78192831903079e+01
Colocaciones de consumo;68803,0000000000;3172,00000000;53;202403;4,61026408732177e+00
TOTAL:;82799,0000000000;5665,00000000;53;202403;6,84187007089458e+00
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;82799,0000000000;5665,00000000;53;202403;6,84187007089458e+00
Colocaciones a personas - subtotal:;82670,0000000000;5643,00000000;53;202403;6,82593443812749e+00
Adeudado por bancos;0,0000000000;0,00000000;55;202403;NA
Colocaciones comerciales;3083606,0000000000;4061,00000000;55;202403;1,31696461869642e-01
